null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
null	1.15118e-06	1.43715e-06	1.57779e-06	1.66535e-06	1.72018e-06	1.74672e-06	1.73706e-06	1.63655e-06	
